Time		    CASE	den	een	dex	eex	dut_led	exp_led
[5565000]		PASS:	0	0	0	0	1111	1111
[5575000]		PASS:	0	0	0	0	1111	1111
[5585000]		PASS:	0	0	0	0	1111	1111
[5595000]		PASS:	0	0	0	0	1111	1111
[5605000]		PASS:	0	0	0	0	1111	1111
[5615000]		PASS:	0	0	0	0	1111	1111
[5625000]		PASS:	0	0	0	0	1111	1111
[5635000]		PASS:	0	0	0	0	1111	1111
[5645000]		PASS:	0	0	0	0	1111	1111
[5655000]		PASS:	0	0	0	0	1111	1111
[5665000]		PASS:	0	0	0	0	1111	1111
[5675000]		PASS:	0	0	0	0	1111	1111
[5685000]		PASS:	0	0	0	0	1111	1111
[5695000]		PASS:	0	0	0	0	1111	1111
[5705000]		PASS:	1	1	0	0	1111	1111
[5715000]		PASS:	0	0	0	0	1111	1111
[5725000]		PASS:	0	0	0	0	1111	1111
[5735000]		PASS:	0	0	0	0	1111	1111
[5745000]		PASS:	0	0	0	0	1111	1111
[5755000]		PASS:	0	0	0	0	1111	1111
[5765000]		PASS:	0	0	0	0	1111	1111
[5775000]		PASS:	0	0	0	0	1111	1111
[5785000]		PASS:	0	0	0	0	1111	1111
[5795000]		PASS:	0	0	0	0	1111	1111
[5805000]		PASS:	0	0	0	0	1111	1111
[5815000]		PASS:	0	0	0	0	1111	1111
[5825000]		PASS:	0	0	0	0	1111	1111
[5835000]		PASS:	0	0	0	0	1111	1111
[5845000]		PASS:	0	0	0	0	1111	1111
[5855000]		PASS:	0	0	0	0	1111	1111
[5865000]		PASS:	0	0	0	0	1111	1111
[5875000]		PASS:	1	1	0	0	1111	1111
[5885000]		PASS:	0	0	0	0	1111	1111
[5895000]		PASS:	0	0	0	0	1111	1111
[5905000]		PASS:	0	0	0	0	1111	1111
[5915000]		PASS:	0	0	0	0	1111	1111
[5925000]		PASS:	0	0	0	0	1111	1111
[5935000]		PASS:	0	0	0	0	1111	1111
[5945000]		PASS:	0	0	0	0	1111	1111
[5955000]		PASS:	0	0	0	0	1111	1111
[5965000]		PASS:	0	0	0	0	1111	1111
[5975000]		PASS:	0	0	0	0	1111	1111
[5985000]		PASS:	0	0	0	0	1111	1111
[5995000]		PASS:	0	0	0	0	1111	1111
[6005000]		PASS:	0	0	0	0	1111	1111
[6015000]		PASS:	0	0	0	0	1111	1111
[6025000]		PASS:	0	0	0	0	1111	1111
[6035000]		PASS:	1	1	0	0	1111	1111
[6045000]		PASS:	0	0	0	0	1111	1111
[6055000]		PASS:	0	0	0	0	1111	1111
[6065000]		PASS:	0	0	0	0	1111	1111
[6075000]		PASS:	0	0	0	0	1111	1111
[6085000]		PASS:	0	0	0	0	1111	1111
[6095000]		PASS:	0	0	0	0	1111	1111
[6105000]		PASS:	0	0	0	0	1111	1111
[6115000]		PASS:	0	0	0	0	1111	1111
[6125000]		PASS:	0	0	0	0	1111	1111
[6135000]		PASS:	0	0	0	0	1111	1111
[6145000]		PASS:	0	0	0	0	1111	1111
[6155000]		PASS:	0	0	0	0	1111	1111
[6165000]		PASS:	0	0	0	0	1111	1111
[6175000]		PASS:	0	0	0	0	1111	1111
[6185000]		PASS:	0	0	0	0	1111	1111
[6195000]		PASS:	0	0	0	0	1111	1111
[6205000]		PASS:	1	1	0	0	1111	1111
[6215000]		PASS:	0	0	0	0	1111	1111
[6225000]		PASS:	0	0	0	0	1111	1111
[6235000]		PASS:	0	0	0	0	1111	1111
[6245000]		PASS:	0	0	0	0	1111	1111
[6255000]		PASS:	0	0	0	0	1111	1111
[6265000]		PASS:	0	0	0	0	1111	1111
[6275000]		PASS:	0	0	0	0	1111	1111
[6285000]		PASS:	0	0	0	0	1111	1111
[6295000]		PASS:	0	0	0	0	1111	1111
[6305000]		PASS:	0	0	0	0	1111	1111
[6315000]		PASS:	0	0	0	0	1111	1111
[6325000]		PASS:	0	0	0	0	1111	1111
[6335000]		PASS:	0	0	0	0	1111	1111
[6345000]		PASS:	0	0	0	0	1111	1111
[6355000]		PASS:	0	0	0	0	1111	1111
[6365000]		PASS:	0	0	0	0	1111	1111
[6375000]		PASS:	1	1	0	0	1111	1111
[6385000]		PASS:	0	0	0	0	1111	1111
[6395000]		PASS:	0	0	0	0	1111	1111
[6405000]		PASS:	0	0	0	0	1111	1111
[6415000]		PASS:	0	0	0	0	1111	1111
[6425000]		PASS:	0	0	0	0	1111	1111
[6435000]		PASS:	0	0	0	0	1111	1111
[6445000]		PASS:	0	0	0	0	1111	1111
[6455000]		PASS:	0	0	0	0	1111	1111
[6465000]		PASS:	0	0	0	0	1111	1111
[6475000]		PASS:	0	0	0	0	1111	1111
[6485000]		PASS:	0	0	0	0	1111	1111
[6495000]		PASS:	0	0	0	0	1111	1111
[6505000]		PASS:	0	0	0	0	1111	1111
[6515000]		PASS:	0	0	0	0	1111	1111
[6525000]		PASS:	0	0	0	0	1111	1111
[6535000]		PASS:	0	0	0	0	1111	1111
[6545000]		PASS:	1	1	0	0	1111	1111
[6555000]		PASS:	0	0	0	0	1111	1111
[6565000]		PASS:	0	0	0	0	1111	1111
[6575000]		PASS:	0	0	0	0	1111	1111
[6585000]		PASS:	0	0	0	0	1111	1111
[6595000]		PASS:	0	0	0	0	1111	1111
[6605000]		PASS:	0	0	0	0	1111	1111
[6615000]		PASS:	0	0	0	0	1111	1111
[6625000]		PASS:	0	0	0	0	1111	1111
[6635000]		PASS:	0	0	0	0	1111	1111
[6645000]		PASS:	0	0	0	0	1111	1111
[6655000]		PASS:	0	0	0	0	1111	1111
[6665000]		PASS:	0	0	0	0	1111	1111
[6675000]		PASS:	0	0	0	0	1111	1111
[6685000]		PASS:	0	0	0	0	1111	1111
[6695000]		PASS:	0	0	0	0	1111	1111
[6705000]		PASS:	0	0	0	0	1111	1111
[6715000]		PASS:	0	0	0	0	1111	1111
[6725000]		PASS:	1	1	0	0	1111	1111
[6735000]		PASS:	0	0	0	0	1111	1111
[6745000]		PASS:	0	0	0	0	1111	1111
[6755000]		PASS:	0	0	0	0	1111	1111
[6765000]		PASS:	0	0	0	0	1111	1111
[6775000]		PASS:	0	0	0	0	1111	1111
[6785000]		PASS:	0	0	0	0	1111	1111
[6795000]		PASS:	0	0	0	0	1111	1111
[6805000]		PASS:	0	0	0	0	1111	1111
[6815000]		PASS:	0	0	0	0	1111	1111
[6825000]		PASS:	0	0	0	0	1111	1111
[6835000]		PASS:	0	0	0	0	1111	1111
[6845000]		PASS:	0	0	0	0	1111	1111
[6855000]		PASS:	0	0	0	0	1111	1111
[6865000]		PASS:	0	0	0	0	1111	1111
[6875000]		PASS:	1	1	0	0	1111	1111
[6885000]		PASS:	0	0	0	0	1111	1111
[6895000]		PASS:	0	0	0	0	1111	1111
[6905000]		PASS:	0	0	0	0	1111	1111
[6915000]		PASS:	0	0	0	0	1111	1111
[6925000]		PASS:	0	0	0	0	1111	1111
[6935000]		PASS:	0	0	0	0	1111	1111
[6945000]		PASS:	0	0	0	0	1111	1111
[6955000]		PASS:	0	0	0	0	1111	1111
[6965000]		PASS:	0	0	0	0	1111	1111
[6975000]		PASS:	0	0	0	0	1111	1111
[6985000]		PASS:	0	0	0	0	1111	1111
[6995000]		PASS:	0	0	0	0	1111	1111
[7005000]		PASS:	0	0	0	0	1111	1111
[7015000]		PASS:	0	0	0	0	1111	1111
[7025000]		PASS:	0	0	0	0	1111	1111
[7035000]		PASS:	0	0	0	0	1111	1111
[7045000]		PASS:	1	1	0	0	1111	1111
[7055000]		PASS:	0	0	0	0	1111	1111
[7065000]		PASS:	0	0	0	0	1111	1111
[7075000]		PASS:	0	0	0	0	1111	1111
[7085000]		PASS:	0	0	0	0	1111	1111
[7095000]		PASS:	0	0	0	0	1111	1111
[7105000]		PASS:	0	0	0	0	1111	1111
[7115000]		PASS:	0	0	0	0	1111	1111
[7125000]		PASS:	0	0	0	0	1111	1111
[7135000]		PASS:	0	0	0	0	1111	1111
[7145000]		PASS:	0	0	0	0	1111	1111
[7155000]		PASS:	0	0	0	0	1111	1111
[7165000]		PASS:	0	0	0	0	1111	1111
[7175000]		PASS:	0	0	0	0	1111	1111
[7185000]		PASS:	0	0	0	0	1111	1111
[7195000]		PASS:	0	0	0	0	1111	1111
[7205000]		PASS:	0	0	0	0	1111	1111
[7215000]		PASS:	1	1	0	0	1111	1111
[7225000]		PASS:	0	0	0	0	1111	1111
[7235000]		PASS:	0	0	0	0	1111	1111
[7245000]		PASS:	0	0	0	0	1111	1111
[7255000]		PASS:	0	0	0	0	1111	1111
[7265000]		PASS:	0	0	0	0	1111	1111
[7275000]		PASS:	0	0	0	0	1111	1111
[7285000]		PASS:	0	0	0	0	1111	1111
[7295000]		PASS:	0	0	0	0	1111	1111
[7305000]		PASS:	0	0	0	0	1111	1111
[7315000]		PASS:	0	0	0	0	1111	1111
[7325000]		PASS:	0	0	0	0	1111	1111
[7335000]		PASS:	0	0	0	0	1111	1111
[7345000]		PASS:	0	0	0	0	1111	1111
[7355000]		PASS:	0	0	0	0	1111	1111
[7365000]		PASS:	0	0	0	0	1111	1111
[7375000]		PASS:	0	0	0	0	1111	1111
[7385000]		PASS:	0	0	0	0	1111	1111
[7395000]		PASS:	1	1	0	0	1111	1111
[7405000]		PASS:	0	0	0	0	1111	1111
[7415000]		PASS:	0	0	0	0	1111	1111
[7425000]		PASS:	0	0	0	0	1111	1111
[7435000]		PASS:	0	0	0	0	1111	1111
[7445000]		PASS:	0	0	0	0	1111	1111
[7455000]		PASS:	0	0	0	0	1111	1111
[7465000]		PASS:	0	0	0	0	1111	1111
[7475000]		PASS:	0	0	0	0	1111	1111
[7485000]		PASS:	0	0	0	0	1111	1111
[7495000]		PASS:	0	0	0	0	1111	1111
[7505000]		PASS:	0	0	0	0	1111	1111
[7515000]		PASS:	0	0	0	0	1111	1111
[7525000]		PASS:	0	0	0	0	1111	1111
[7535000]		PASS:	0	0	0	0	1111	1111
[7545000]		PASS:	1	1	0	0	1111	1111
[7555000]		PASS:	0	0	0	0	1111	1111
[7565000]		PASS:	0	0	0	0	1111	1111
[7575000]		PASS:	0	0	0	0	1111	1111
[7585000]		PASS:	0	0	0	0	1111	1111
[7595000]		PASS:	0	0	0	0	1111	1111
[7605000]		PASS:	0	0	0	0	1111	1111
[7615000]		PASS:	0	0	0	0	1111	1111
[7625000]		PASS:	0	0	0	0	1111	1111
[7635000]		PASS:	0	0	0	0	1111	1111
[7645000]		PASS:	0	0	0	0	1111	1111
[7655000]		PASS:	0	0	0	0	1111	1111
[7665000]		PASS:	0	0	0	0	1111	1111
[7675000]		PASS:	0	0	0	0	1111	1111
[7685000]		PASS:	0	0	0	0	1111	1111
[7695000]		PASS:	0	0	0	0	1111	1111
[7705000]		PASS:	0	0	0	0	1111	1111
[7715000]		PASS:	0	0	0	0	1111	1111
[7725000]		PASS:	1	1	0	0	1111	1111
[7735000]		PASS:	0	0	0	0	1111	1111
[7745000]		PASS:	0	0	0	0	1111	1111
[7755000]		PASS:	0	0	0	0	1111	1111
[7765000]		PASS:	0	0	0	0	1111	1111
[7775000]		PASS:	0	0	0	0	1111	1111
[7785000]		PASS:	0	0	0	0	1111	1111
[7795000]		PASS:	0	0	0	0	1111	1111
[7805000]		PASS:	0	0	0	0	1111	1111
[7815000]		PASS:	0	0	0	0	1111	1111
[7825000]		PASS:	0	0	0	0	1111	1111
[7835000]		PASS:	0	0	0	0	1111	1111
[7845000]		PASS:	0	0	0	0	1111	1111
[7855000]		PASS:	0	0	0	0	1111	1111
[7865000]		PASS:	1	1	0	0	1111	1111
[7875000]		PASS:	0	0	0	0	1111	1111
[7885000]		PASS:	0	0	0	0	1111	1111
[7895000]		PASS:	0	0	0	0	1111	1111
[7905000]		PASS:	0	0	0	0	1111	1111
[7915000]		PASS:	0	0	0	0	1111	1111
[7925000]		PASS:	0	0	0	0	1111	1111
[7935000]		PASS:	0	0	0	0	1111	1111
[7945000]		PASS:	0	0	0	0	1111	1111
[7955000]		PASS:	0	0	0	0	1111	1111
[7965000]		PASS:	0	0	0	0	1111	1111
[7975000]		PASS:	0	0	0	0	1111	1111
[7985000]		PASS:	0	0	0	0	1111	1111
[7995000]		PASS:	0	0	0	0	1111	1111
[8005000]		PASS:	0	0	0	0	1111	1111
[8015000]		PASS:	0	0	0	0	1111	1111
[8025000]		PASS:	0	0	0	0	1111	1111
[8035000]		PASS:	0	0	0	0	1111	1111
[8045000]		PASS:	1	1	0	0	1111	1111
[8055000]		PASS:	0	0	0	0	1111	1111
[8065000]		PASS:	0	0	0	0	1111	1111
[8075000]		PASS:	0	0	0	0	1111	1111
[8085000]		PASS:	0	0	0	0	1111	1111
[8095000]		PASS:	0	0	0	0	1111	1111
[8105000]		PASS:	0	0	0	0	1111	1111
[8115000]		PASS:	0	0	0	0	1111	1111
[8125000]		PASS:	0	0	0	0	1111	1111
[8135000]		PASS:	0	0	0	0	1111	1111
[8145000]		PASS:	0	0	0	0	1111	1111
[8155000]		PASS:	0	0	0	0	1111	1111
[8165000]		PASS:	0	0	0	0	1111	1111
[8175000]		PASS:	0	0	0	0	1111	1111
[8185000]		PASS:	0	0	0	0	1111	1111
[8195000]		PASS:	0	0	0	0	1111	1111
[8205000]		PASS:	1	1	0	0	1111	1111
[8215000]		PASS:	0	0	0	0	1111	1111
[8225000]		PASS:	0	0	0	0	1111	1111
[8235000]		PASS:	0	0	0	0	1111	1111
[8245000]		PASS:	0	0	0	0	1111	1111
[8255000]		PASS:	0	0	0	0	1111	1111
[8265000]		PASS:	0	0	0	0	1111	1111
[8275000]		PASS:	0	0	0	0	1111	1111
[8285000]		PASS:	0	0	0	0	1111	1111
[8295000]		PASS:	0	0	0	0	1111	1111
[8305000]		PASS:	0	0	0	0	1111	1111
[8315000]		PASS:	0	0	0	0	1111	1111
[8325000]		PASS:	0	0	0	0	1111	1111
[8335000]		PASS:	0	0	0	0	1111	1111
[8345000]		PASS:	0	0	0	0	1111	1111
[8355000]		PASS:	1	1	0	0	1111	1111
[8365000]		PASS:	0	0	0	0	1111	1111
[8375000]		PASS:	0	0	0	0	1111	1111
[8385000]		PASS:	0	0	0	0	1111	1111
[8395000]		PASS:	0	0	0	0	1111	1111
[8405000]		PASS:	0	0	0	0	1111	1111
[8415000]		PASS:	0	0	0	0	1111	1111
[8425000]		PASS:	0	0	0	0	1111	1111
[8435000]		PASS:	0	0	0	0	1111	1111
[8445000]		PASS:	0	0	0	0	1111	1111
[8455000]		PASS:	0	0	0	0	1111	1111
[8465000]		PASS:	0	0	0	0	1111	1111
[8475000]		PASS:	0	0	0	0	1111	1111
[8485000]		PASS:	0	0	0	0	1111	1111
[8495000]		PASS:	0	0	0	0	1111	1111
[8505000]		PASS:	0	0	0	0	1111	1111
[8515000]		PASS:	0	0	0	0	1111	1111
[8525000]		PASS:	0	0	0	0	1111	1111
[8535000]		PASS:	0	0	0	0	1111	1111
[8545000]		PASS:	0	0	0	0	1111	1111
[8555000]		PASS:	0	0	0	0	1111	1111
[8565000]		PASS:	0	0	0	0	1111	1111
[8575000]		PASS:	0	0	1	1	1111	1111
[8585000]		PASS:	0	0	0	0	1110	1110
[8595000]		PASS:	0	0	0	0	1110	1110
[8605000]		PASS:	0	0	0	0	1110	1110
[8615000]		PASS:	0	0	0	0	1110	1110
[8625000]		PASS:	0	0	0	0	1110	1110
[8635000]		PASS:	0	0	0	0	1110	1110
[8645000]		PASS:	0	0	0	0	1110	1110
[8655000]		PASS:	0	0	0	0	1110	1110
[8665000]		PASS:	0	0	0	0	1110	1110
[8675000]		PASS:	0	0	0	0	1110	1110
[8685000]		PASS:	0	0	0	0	1110	1110
[8695000]		PASS:	0	0	0	0	1110	1110
[8705000]		PASS:	0	0	0	0	1110	1110
[8715000]		PASS:	0	0	0	0	1110	1110
[8725000]		PASS:	0	0	0	0	1110	1110
[8735000]		PASS:	0	0	0	0	1110	1110
[8745000]		PASS:	0	0	0	0	1110	1110
[8755000]		PASS:	0	0	1	1	1110	1110
[8765000]		PASS:	0	0	0	0	1101	1101
[8775000]		PASS:	0	0	0	0	1101	1101
[8785000]		PASS:	0	0	0	0	1101	1101
[8795000]		PASS:	0	0	0	0	1101	1101
[8805000]		PASS:	0	0	0	0	1101	1101
[8815000]		PASS:	0	0	0	0	1101	1101
[8825000]		PASS:	0	0	0	0	1101	1101
[8835000]		PASS:	0	0	0	0	1101	1101
[8845000]		PASS:	0	0	0	0	1101	1101
[8855000]		PASS:	0	0	0	0	1101	1101
[8865000]		PASS:	0	0	0	0	1101	1101
[8875000]		PASS:	0	0	0	0	1101	1101
[8885000]		PASS:	0	0	0	0	1101	1101
[8895000]		PASS:	0	0	0	0	1101	1101
[8905000]		PASS:	0	0	0	0	1101	1101
[8915000]		PASS:	0	0	0	0	1101	1101
[8925000]		PASS:	0	0	0	0	1101	1101
[8935000]		PASS:	0	0	1	1	1101	1101
[8945000]		PASS:	0	0	0	0	1100	1100
[8955000]		PASS:	0	0	0	0	1100	1100
[8965000]		PASS:	0	0	0	0	1100	1100
[8975000]		PASS:	0	0	0	0	1100	1100
[8985000]		PASS:	0	0	0	0	1100	1100
[8995000]		PASS:	0	0	0	0	1100	1100
[9005000]		PASS:	0	0	0	0	1100	1100
[9015000]		PASS:	0	0	0	0	1100	1100
[9025000]		PASS:	0	0	0	0	1100	1100
[9035000]		PASS:	0	0	0	0	1100	1100
[9045000]		PASS:	0	0	0	0	1100	1100
[9055000]		PASS:	0	0	0	0	1100	1100
[9065000]		PASS:	0	0	0	0	1100	1100
[9075000]		PASS:	0	0	0	0	1100	1100
[9085000]		PASS:	0	0	0	0	1100	1100
[9095000]		PASS:	0	0	0	0	1100	1100
[9105000]		PASS:	0	0	1	1	1100	1100
[9115000]		PASS:	0	0	0	0	1011	1011
[9125000]		PASS:	0	0	0	0	1011	1011
[9135000]		PASS:	0	0	0	0	1011	1011
[9145000]		PASS:	0	0	0	0	1011	1011
[9155000]		PASS:	0	0	0	0	1011	1011
[9165000]		PASS:	0	0	0	0	1011	1011
[9175000]		PASS:	0	0	0	0	1011	1011
[9185000]		PASS:	0	0	0	0	1011	1011
[9195000]		PASS:	0	0	0	0	1011	1011
[9205000]		PASS:	0	0	0	0	1011	1011
[9215000]		PASS:	0	0	0	0	1011	1011
[9225000]		PASS:	0	0	0	0	1011	1011
[9235000]		PASS:	0	0	0	0	1011	1011
[9245000]		PASS:	0	0	0	0	1011	1011
[9255000]		PASS:	0	0	1	1	1011	1011
[9265000]		PASS:	0	0	0	0	1010	1010
[9275000]		PASS:	0	0	0	0	1010	1010
[9285000]		PASS:	0	0	0	0	1010	1010
[9295000]		PASS:	0	0	0	0	1010	1010
[9305000]		PASS:	0	0	0	0	1010	1010
[9315000]		PASS:	0	0	0	0	1010	1010
[9325000]		PASS:	0	0	0	0	1010	1010
[9335000]		PASS:	0	0	0	0	1010	1010
[9345000]		PASS:	0	0	0	0	1010	1010
[9355000]		PASS:	0	0	0	0	1010	1010
[9365000]		PASS:	0	0	0	0	1010	1010
[9375000]		PASS:	0	0	0	0	1010	1010
[9385000]		PASS:	0	0	0	0	1010	1010
[9395000]		PASS:	0	0	0	0	1010	1010
[9405000]		PASS:	0	0	0	0	1010	1010
[9415000]		PASS:	0	0	1	1	1010	1010
[9425000]		PASS:	0	0	0	0	1001	1001
[9435000]		PASS:	0	0	0	0	1001	1001
[9445000]		PASS:	0	0	0	0	1001	1001
[9455000]		PASS:	0	0	0	0	1001	1001
[9465000]		PASS:	0	0	0	0	1001	1001
[9475000]		PASS:	0	0	0	0	1001	1001
[9485000]		PASS:	0	0	0	0	1001	1001
[9495000]		PASS:	0	0	0	0	1001	1001
[9505000]		PASS:	0	0	0	0	1001	1001
[9515000]		PASS:	0	0	0	0	1001	1001
[9525000]		PASS:	0	0	0	0	1001	1001
[9535000]		PASS:	0	0	0	0	1001	1001
[9545000]		PASS:	0	0	0	0	1001	1001
[9555000]		PASS:	0	0	0	0	1001	1001
[9565000]		PASS:	0	0	0	0	1001	1001
[9575000]		PASS:	0	0	0	0	1001	1001
[9585000]		PASS:	0	0	1	1	1001	1001
[9595000]		PASS:	0	0	0	0	1000	1000
[9605000]		PASS:	0	0	0	0	1000	1000
[9615000]		PASS:	0	0	0	0	1000	1000
[9625000]		PASS:	0	0	0	0	1000	1000
[9635000]		PASS:	0	0	0	0	1000	1000
[9645000]		PASS:	0	0	0	0	1000	1000
[9655000]		PASS:	0	0	0	0	1000	1000
[9665000]		PASS:	0	0	0	0	1000	1000
[9675000]		PASS:	0	0	0	0	1000	1000
[9685000]		PASS:	0	0	0	0	1000	1000
[9695000]		PASS:	0	0	0	0	1000	1000
[9705000]		PASS:	0	0	0	0	1000	1000
[9715000]		PASS:	0	0	0	0	1000	1000
[9725000]		PASS:	0	0	0	0	1000	1000
[9735000]		PASS:	0	0	0	0	1000	1000
[9745000]		PASS:	0	0	1	1	1000	1000
[9755000]		PASS:	0	0	0	0	0111	0111
[9765000]		PASS:	0	0	0	0	0111	0111
[9775000]		PASS:	0	0	0	0	0111	0111
[9785000]		PASS:	0	0	0	0	0111	0111
[9795000]		PASS:	0	0	0	0	0111	0111
[9805000]		PASS:	0	0	0	0	0111	0111
[9815000]		PASS:	0	0	0	0	0111	0111
[9825000]		PASS:	0	0	0	0	0111	0111
[9835000]		PASS:	0	0	0	0	0111	0111
[9845000]		PASS:	0	0	0	0	0111	0111
[9855000]		PASS:	0	0	0	0	0111	0111
[9865000]		PASS:	0	0	0	0	0111	0111
[9875000]		PASS:	0	0	0	0	0111	0111
[9885000]		PASS:	0	0	0	0	0111	0111
[9895000]		PASS:	0	0	0	0	0111	0111
[9905000]		PASS:	0	0	0	0	0111	0111
[9915000]		PASS:	0	0	0	0	0111	0111
[9925000]		PASS:	0	0	0	0	0111	0111
[9935000]		PASS:	0	0	1	1	0111	0111
[9945000]		PASS:	0	0	0	0	0110	0110
[9955000]		PASS:	0	0	0	0	0110	0110
[9965000]		PASS:	0	0	0	0	0110	0110
[9975000]		PASS:	0	0	0	0	0110	0110
[9985000]		PASS:	0	0	0	0	0110	0110
[9995000]		PASS:	0	0	0	0	0110	0110
[10005000]		PASS:	0	0	0	0	0110	0110
[10015000]		PASS:	0	0	0	0	0110	0110
[10025000]		PASS:	0	0	0	0	0110	0110
[10035000]		PASS:	0	0	0	0	0110	0110
[10045000]		PASS:	0	0	0	0	0110	0110
[10055000]		PASS:	0	0	0	0	0110	0110
[10065000]		PASS:	0	0	0	0	0110	0110
[10075000]		PASS:	0	0	0	0	0110	0110
[10085000]		PASS:	0	0	0	0	0110	0110
[10095000]		PASS:	0	0	0	0	0110	0110
[10105000]		PASS:	0	0	1	1	0110	0110
[10115000]		PASS:	0	0	0	0	0101	0101
[10125000]		PASS:	0	0	0	0	0101	0101
[10135000]		PASS:	0	0	0	0	0101	0101
[10145000]		PASS:	0	0	0	0	0101	0101
[10155000]		PASS:	0	0	0	0	0101	0101
[10165000]		PASS:	0	0	0	0	0101	0101
[10175000]		PASS:	0	0	0	0	0101	0101
[10185000]		PASS:	0	0	0	0	0101	0101
[10195000]		PASS:	0	0	0	0	0101	0101
[10205000]		PASS:	0	0	0	0	0101	0101
[10215000]		PASS:	0	0	0	0	0101	0101
[10225000]		PASS:	0	0	0	0	0101	0101
[10235000]		PASS:	0	0	0	0	0101	0101
[10245000]		PASS:	0	0	0	0	0101	0101
[10255000]		PASS:	0	0	0	0	0101	0101
[10265000]		PASS:	0	0	0	0	0101	0101
[10275000]		PASS:	0	0	0	0	0101	0101
[10285000]		PASS:	0	0	1	1	0101	0101
[10295000]		PASS:	0	0	0	0	0100	0100
[10305000]		PASS:	0	0	0	0	0100	0100
[10315000]		PASS:	0	0	0	0	0100	0100
[10325000]		PASS:	0	0	0	0	0100	0100
[10335000]		PASS:	0	0	0	0	0100	0100
[10345000]		PASS:	0	0	0	0	0100	0100
[10355000]		PASS:	0	0	0	0	0100	0100
[10365000]		PASS:	0	0	0	0	0100	0100
[10375000]		PASS:	0	0	0	0	0100	0100
[10385000]		PASS:	0	0	0	0	0100	0100
[10395000]		PASS:	0	0	0	0	0100	0100
[10405000]		PASS:	0	0	0	0	0100	0100
[10415000]		PASS:	0	0	0	0	0100	0100
[10425000]		PASS:	0	0	0	0	0100	0100
[10435000]		PASS:	0	0	0	0	0100	0100
[10445000]		PASS:	0	0	1	1	0100	0100
[10455000]		PASS:	0	0	0	0	0011	0011
[10465000]		PASS:	0	0	0	0	0011	0011
[10475000]		PASS:	0	0	0	0	0011	0011
[10485000]		PASS:	0	0	0	0	0011	0011
[10495000]		PASS:	0	0	0	0	0011	0011
[10505000]		PASS:	0	0	0	0	0011	0011
[10515000]		PASS:	0	0	0	0	0011	0011
[10525000]		PASS:	0	0	0	0	0011	0011
[10535000]		PASS:	0	0	0	0	0011	0011
[10545000]		PASS:	0	0	0	0	0011	0011
[10555000]		PASS:	0	0	0	0	0011	0011
[10565000]		PASS:	0	0	0	0	0011	0011
[10575000]		PASS:	0	0	0	0	0011	0011
[10585000]		PASS:	0	0	0	0	0011	0011
[10595000]		PASS:	0	0	0	0	0011	0011
[10605000]		PASS:	0	0	0	0	0011	0011
[10615000]		PASS:	0	0	0	0	0011	0011
[10625000]		PASS:	0	0	0	0	0011	0011
[10635000]		PASS:	0	0	1	1	0011	0011
[10645000]		PASS:	0	0	0	0	0010	0010
[10655000]		PASS:	0	0	0	0	0010	0010
[10665000]		PASS:	0	0	0	0	0010	0010
[10675000]		PASS:	0	0	0	0	0010	0010
[10685000]		PASS:	0	0	0	0	0010	0010
[10695000]		PASS:	0	0	0	0	0010	0010
[10705000]		PASS:	0	0	0	0	0010	0010
[10715000]		PASS:	0	0	0	0	0010	0010
[10725000]		PASS:	0	0	0	0	0010	0010
[10735000]		PASS:	0	0	0	0	0010	0010
[10745000]		PASS:	0	0	0	0	0010	0010
[10755000]		PASS:	0	0	0	0	0010	0010
[10765000]		PASS:	0	0	0	0	0010	0010
[10775000]		PASS:	0	0	0	0	0010	0010
[10785000]		PASS:	0	0	1	1	0010	0010
[10795000]		PASS:	0	0	0	0	0001	0001
[10805000]		PASS:	0	0	0	0	0001	0001
[10815000]		PASS:	0	0	0	0	0001	0001
[10825000]		PASS:	0	0	0	0	0001	0001
[10835000]		PASS:	0	0	0	0	0001	0001
[10845000]		PASS:	0	0	0	0	0001	0001
[10855000]		PASS:	0	0	0	0	0001	0001
[10865000]		PASS:	0	0	0	0	0001	0001
[10875000]		PASS:	0	0	0	0	0001	0001
[10885000]		PASS:	0	0	0	0	0001	0001
[10895000]		PASS:	0	0	0	0	0001	0001
[10905000]		PASS:	0	0	0	0	0001	0001
[10915000]		PASS:	0	0	0	0	0001	0001
[10925000]		PASS:	0	0	0	0	0001	0001
[10935000]		PASS:	0	0	0	0	0001	0001
[10945000]		PASS:	0	0	0	0	0001	0001
[10955000]		PASS:	0	0	0	0	0001	0001
[10965000]		PASS:	0	0	1	1	0001	0001
[10975000]		PASS:	0	0	0	0	0000	0000
[10985000]		PASS:	0	0	0	0	0000	0000
[10995000]		PASS:	0	0	0	0	0000	0000
[11005000]		PASS:	0	0	0	0	0000	0000
[11015000]		PASS:	0	0	0	0	0000	0000
[11025000]		PASS:	0	0	0	0	0000	0000
[11035000]		PASS:	0	0	0	0	0000	0000
[11045000]		PASS:	0	0	0	0	0000	0000
[11055000]		PASS:	0	0	0	0	0000	0000
[11065000]		PASS:	0	0	0	0	0000	0000
[11075000]		PASS:	0	0	0	0	0000	0000
[11085000]		PASS:	0	0	0	0	0000	0000
[11095000]		PASS:	0	0	0	0	0000	0000
[11105000]		PASS:	0	0	0	0	0000	0000
[11115000]		PASS:	0	0	0	0	0000	0000
[11125000]		PASS:	0	0	0	0	0000	0000
[11135000]		PASS:	0	0	0	0	0000	0000
