Time		    CASE	den	een	dex	eex	dut_led	exp_led
[11145000]		PASS:	0	0	0	0	0000	0000
[11155000]		PASS:	0	0	1	1	0000	0000
[11165000]		PASS:	0	0	0	0	0000	0000
[11175000]		PASS:	0	0	0	0	0000	0000
[11185000]		PASS:	0	0	0	0	0000	0000
[11195000]		PASS:	0	0	0	0	0000	0000
[11205000]		PASS:	0	0	0	0	0000	0000
[11215000]		PASS:	0	0	0	0	0000	0000
[11225000]		PASS:	0	0	0	0	0000	0000
[11235000]		PASS:	0	0	0	0	0000	0000
[11245000]		PASS:	0	0	0	0	0000	0000
[11255000]		PASS:	0	0	0	0	0000	0000
[11265000]		PASS:	0	0	0	0	0000	0000
[11275000]		PASS:	0	0	0	0	0000	0000
[11285000]		PASS:	0	0	0	0	0000	0000
[11295000]		PASS:	0	0	0	0	0000	0000
[11305000]		PASS:	0	0	1	1	0000	0000
[11315000]		PASS:	0	0	0	0	0000	0000
[11325000]		PASS:	0	0	0	0	0000	0000
[11335000]		PASS:	0	0	0	0	0000	0000
[11345000]		PASS:	0	0	0	0	0000	0000
[11355000]		PASS:	0	0	0	0	0000	0000
[11365000]		PASS:	0	0	0	0	0000	0000
[11375000]		PASS:	0	0	0	0	0000	0000
[11385000]		PASS:	0	0	0	0	0000	0000
[11395000]		PASS:	0	0	0	0	0000	0000
[11405000]		PASS:	0	0	0	0	0000	0000
[11415000]		PASS:	0	0	0	0	0000	0000
[11425000]		PASS:	0	0	0	0	0000	0000
[11435000]		PASS:	0	0	0	0	0000	0000
[11445000]		PASS:	0	0	0	0	0000	0000
[11455000]		PASS:	0	0	0	0	0000	0000
[11465000]		PASS:	0	0	0	0	0000	0000
[11475000]		PASS:	0	0	0	0	0000	0000
[11485000]		PASS:	0	0	1	1	0000	0000
[11495000]		PASS:	0	0	0	0	0000	0000
[11505000]		PASS:	0	0	0	0	0000	0000
[11515000]		PASS:	0	0	0	0	0000	0000
[11525000]		PASS:	0	0	0	0	0000	0000
[11535000]		PASS:	0	0	0	0	0000	0000
[11545000]		PASS:	0	0	0	0	0000	0000
[11555000]		PASS:	0	0	0	0	0000	0000
[11565000]		PASS:	0	0	0	0	0000	0000
[11575000]		PASS:	0	0	0	0	0000	0000
[11585000]		PASS:	0	0	0	0	0000	0000
[11595000]		PASS:	0	0	0	0	0000	0000
[11605000]		PASS:	0	0	0	0	0000	0000
[11615000]		PASS:	0	0	0	0	0000	0000
[11625000]		PASS:	0	0	0	0	0000	0000
[11635000]		PASS:	0	0	0	0	0000	0000
[11645000]		PASS:	0	0	0	0	0000	0000
[11655000]		PASS:	0	0	0	0	0000	0000
[11665000]		PASS:	0	0	0	0	0000	0000
[11675000]		PASS:	0	0	1	1	0000	0000
[11685000]		PASS:	0	0	0	0	0000	0000
[11695000]		PASS:	0	0	0	0	0000	0000
[11705000]		PASS:	0	0	0	0	0000	0000
[11715000]		PASS:	0	0	0	0	0000	0000
[11725000]		PASS:	0	0	0	0	0000	0000
[11735000]		PASS:	0	0	0	0	0000	0000
[11745000]		PASS:	0	0	0	0	0000	0000
[11755000]		PASS:	0	0	0	0	0000	0000
[11765000]		PASS:	0	0	0	0	0000	0000
[11775000]		PASS:	0	0	0	0	0000	0000
[11785000]		PASS:	0	0	0	0	0000	0000
[11795000]		PASS:	0	0	0	0	0000	0000
[11805000]		PASS:	0	0	0	0	0000	0000
[11815000]		PASS:	0	0	0	0	0000	0000
[11825000]		PASS:	0	0	1	1	0000	0000
[11835000]		PASS:	0	0	0	0	0000	0000
[11845000]		PASS:	0	0	0	0	0000	0000
[11855000]		PASS:	0	0	0	0	0000	0000
[11865000]		PASS:	0	0	0	0	0000	0000
[11875000]		PASS:	0	0	0	0	0000	0000
[11885000]		PASS:	0	0	0	0	0000	0000
[11895000]		PASS:	0	0	0	0	0000	0000
[11905000]		PASS:	0	0	0	0	0000	0000
[11915000]		PASS:	0	0	0	0	0000	0000
[11925000]		PASS:	0	0	0	0	0000	0000
[11935000]		PASS:	0	0	0	0	0000	0000
[11945000]		PASS:	0	0	0	0	0000	0000
[11955000]		PASS:	0	0	0	0	0000	0000
[11965000]		PASS:	0	0	0	0	0000	0000
[11975000]		PASS:	0	0	0	0	0000	0000
[11985000]		PASS:	0	0	1	1	0000	0000
[11995000]		PASS:	0	0	0	0	0000	0000
[12005000]		PASS:	0	0	0	0	0000	0000
[12015000]		PASS:	0	0	0	0	0000	0000
[12025000]		PASS:	0	0	0	0	0000	0000
[12035000]		PASS:	0	0	0	0	0000	0000
[12045000]		PASS:	0	0	0	0	0000	0000
[12055000]		PASS:	0	0	0	0	0000	0000
[12065000]		PASS:	0	0	0	0	0000	0000
[12075000]		PASS:	0	0	0	0	0000	0000
[12085000]		PASS:	0	0	0	0	0000	0000
[12095000]		PASS:	0	0	0	0	0000	0000
[12105000]		PASS:	0	0	0	0	0000	0000
[12115000]		PASS:	0	0	0	0	0000	0000
[12125000]		PASS:	0	0	0	0	0000	0000
[12135000]		PASS:	0	0	0	0	0000	0000
[12145000]		PASS:	0	0	1	1	0000	0000
[12155000]		PASS:	0	0	0	0	0000	0000
[12165000]		PASS:	0	0	0	0	0000	0000
[12175000]		PASS:	0	0	0	0	0000	0000
[12185000]		PASS:	0	0	0	0	0000	0000
[12195000]		PASS:	0	0	0	0	0000	0000
[12205000]		PASS:	0	0	0	0	0000	0000
[12215000]		PASS:	0	0	0	0	0000	0000
[12225000]		PASS:	0	0	0	0	0000	0000
[12235000]		PASS:	0	0	0	0	0000	0000
[12245000]		PASS:	0	0	0	0	0000	0000
[12255000]		PASS:	0	0	0	0	0000	0000
[12265000]		PASS:	0	0	0	0	0000	0000
[12275000]		PASS:	0	0	0	0	0000	0000
[12285000]		PASS:	0	0	0	0	0000	0000
[12295000]		PASS:	0	0	1	1	0000	0000
[12305000]		PASS:	0	0	0	0	0000	0000
[12315000]		PASS:	0	0	0	0	0000	0000
[12325000]		PASS:	0	0	0	0	0000	0000
[12335000]		PASS:	0	0	0	0	0000	0000
[12345000]		PASS:	0	0	0	0	0000	0000
[12355000]		PASS:	0	0	0	0	0000	0000
[12365000]		PASS:	0	0	0	0	0000	0000
[12375000]		PASS:	0	0	0	0	0000	0000
[12385000]		PASS:	0	0	0	0	0000	0000
[12395000]		PASS:	0	0	0	0	0000	0000
[12405000]		PASS:	0	0	0	0	0000	0000
[12415000]		PASS:	0	0	0	0	0000	0000
[12425000]		PASS:	0	0	0	0	0000	0000
[12435000]		PASS:	0	0	0	0	0000	0000
[12445000]		PASS:	0	0	0	0	0000	0000
[12455000]		PASS:	0	0	1	1	0000	0000
[12465000]		PASS:	0	0	0	0	0000	0000
[12475000]		PASS:	0	0	0	0	0000	0000
[12485000]		PASS:	0	0	0	0	0000	0000
[12495000]		PASS:	0	0	0	0	0000	0000
[12505000]		PASS:	0	0	0	0	0000	0000
[12515000]		PASS:	0	0	0	0	0000	0000
[12525000]		PASS:	0	0	0	0	0000	0000
[12535000]		PASS:	0	0	0	0	0000	0000
[12545000]		PASS:	0	0	0	0	0000	0000
[12555000]		PASS:	0	0	0	0	0000	0000
[12565000]		PASS:	0	0	0	0	0000	0000
[12575000]		PASS:	0	0	0	0	0000	0000
[12585000]		PASS:	0	0	0	0	0000	0000
[12595000]		PASS:	0	0	0	0	0000	0000
[12605000]		PASS:	0	0	0	0	0000	0000
[12615000]		PASS:	0	0	1	1	0000	0000
[12625000]		PASS:	0	0	0	0	0000	0000
[12635000]		PASS:	0	0	0	0	0000	0000
[12645000]		PASS:	0	0	0	0	0000	0000
[12655000]		PASS:	0	0	0	0	0000	0000
[12665000]		PASS:	0	0	0	0	0000	0000
[12675000]		PASS:	0	0	0	0	0000	0000
[12685000]		PASS:	0	0	0	0	0000	0000
[12695000]		PASS:	0	0	0	0	0000	0000
[12705000]		PASS:	0	0	0	0	0000	0000
[12715000]		PASS:	0	0	0	0	0000	0000
[12725000]		PASS:	0	0	0	0	0000	0000
[12735000]		PASS:	0	0	0	0	0000	0000
[12745000]		PASS:	0	0	0	0	0000	0000
[12755000]		PASS:	0	0	0	0	0000	0000
[12765000]		PASS:	0	0	0	0	0000	0000
[12775000]		PASS:	0	0	0	0	0000	0000
[12785000]		PASS:	0	0	1	1	0000	0000
[12795000]		PASS:	0	0	0	0	0000	0000
[12805000]		PASS:	0	0	0	0	0000	0000
[12815000]		PASS:	0	0	0	0	0000	0000
[12825000]		PASS:	0	0	0	0	0000	0000
[12835000]		PASS:	0	0	0	0	0000	0000
[12845000]		PASS:	0	0	0	0	0000	0000
[12855000]		PASS:	0	0	0	0	0000	0000
[12865000]		PASS:	0	0	0	0	0000	0000
[12875000]		PASS:	0	0	0	0	0000	0000
[12885000]		PASS:	0	0	0	0	0000	0000
[12895000]		PASS:	0	0	0	0	0000	0000
[12905000]		PASS:	0	0	0	0	0000	0000
[12915000]		PASS:	0	0	0	0	0000	0000
[12925000]		PASS:	0	0	0	0	0000	0000
[12935000]		PASS:	0	0	0	0	0000	0000
[12945000]		PASS:	0	0	0	0	0000	0000
[12955000]		PASS:	0	0	1	1	0000	0000
[12965000]		PASS:	0	0	0	0	0000	0000
[12975000]		PASS:	0	0	0	0	0000	0000
[12985000]		PASS:	0	0	0	0	0000	0000
[12995000]		PASS:	0	0	0	0	0000	0000
[13005000]		PASS:	0	0	0	0	0000	0000
[13015000]		PASS:	0	0	0	0	0000	0000
[13025000]		PASS:	0	0	0	0	0000	0000
[13035000]		PASS:	0	0	0	0	0000	0000
[13045000]		PASS:	0	0	0	0	0000	0000
[13055000]		PASS:	0	0	0	0	0000	0000
[13065000]		PASS:	0	0	0	0	0000	0000
[13075000]		PASS:	0	0	0	0	0000	0000
[13085000]		PASS:	0	0	0	0	0000	0000
[13095000]		PASS:	0	0	0	0	0000	0000
[13105000]		PASS:	0	0	0	0	0000	0000
[13115000]		PASS:	0	0	0	0	0000	0000
[13125000]		PASS:	0	0	0	0	0000	0000
[13135000]		PASS:	0	0	0	0	0000	0000
[13145000]		PASS:	0	0	1	1	0000	0000
[13155000]		PASS:	0	0	0	0	0000	0000
[13165000]		PASS:	0	0	0	0	0000	0000
[13175000]		PASS:	0	0	0	0	0000	0000
[13185000]		PASS:	0	0	0	0	0000	0000
[13195000]		PASS:	0	0	0	0	0000	0000
[13205000]		PASS:	0	0	0	0	0000	0000
[13215000]		PASS:	0	0	0	0	0000	0000
[13225000]		PASS:	0	0	0	0	0000	0000
[13235000]		PASS:	0	0	0	0	0000	0000
[13245000]		PASS:	0	0	0	0	0000	0000
[13255000]		PASS:	0	0	0	0	0000	0000
[13265000]		PASS:	0	0	0	0	0000	0000
[13275000]		PASS:	0	0	0	0	0000	0000
[13285000]		PASS:	0	0	1	1	0000	0000
[13295000]		PASS:	0	0	0	0	0000	0000
[13305000]		PASS:	0	0	0	0	0000	0000
[13315000]		PASS:	0	0	0	0	0000	0000
[13325000]		PASS:	0	0	0	0	0000	0000
[13335000]		PASS:	0	0	0	0	0000	0000
[13345000]		PASS:	0	0	0	0	0000	0000
[13355000]		PASS:	0	0	0	0	0000	0000
[13365000]		PASS:	0	0	0	0	0000	0000
[13375000]		PASS:	0	0	0	0	0000	0000
[13385000]		PASS:	0	0	0	0	0000	0000
[13395000]		PASS:	0	0	0	0	0000	0000
[13405000]		PASS:	0	0	0	0	0000	0000
[13415000]		PASS:	0	0	0	0	0000	0000
[13425000]		PASS:	0	0	0	0	0000	0000
[13435000]		PASS:	0	0	0	0	0000	0000
[13445000]		PASS:	0	0	1	1	0000	0000
[13455000]		PASS:	0	0	0	0	0000	0000
[13465000]		PASS:	0	0	0	0	0000	0000
[13475000]		PASS:	0	0	0	0	0000	0000
[13485000]		PASS:	0	0	0	0	0000	0000
[13495000]		PASS:	0	0	0	0	0000	0000
[13505000]		PASS:	0	0	0	0	0000	0000
[13515000]		PASS:	0	0	0	0	0000	0000
[13525000]		PASS:	0	0	0	0	0000	0000
[13535000]		PASS:	0	0	0	0	0000	0000
[13545000]		PASS:	0	0	0	0	0000	0000
[13555000]		PASS:	0	0	0	0	0000	0000
[13565000]		PASS:	0	0	0	0	0000	0000
[13575000]		PASS:	0	0	0	0	0000	0000
[13585000]		PASS:	0	0	0	0	0000	0000
[13595000]		PASS:	0	0	0	0	0000	0000
[13605000]		PASS:	0	0	0	0	0000	0000
[13615000]		PASS:	0	0	1	1	0000	0000
[13625000]		PASS:	0	0	0	0	0000	0000
[13635000]		PASS:	0	0	0	0	0000	0000
[13645000]		PASS:	0	0	0	0	0000	0000
[13655000]		PASS:	0	0	0	0	0000	0000
[13665000]		PASS:	0	0	0	0	0000	0000
[13675000]		PASS:	0	0	0	0	0000	0000
[13685000]		PASS:	0	0	0	0	0000	0000
[13695000]		PASS:	0	0	0	0	0000	0000
[13705000]		PASS:	0	0	0	0	0000	0000
[13715000]		PASS:	0	0	0	0	0000	0000
[13725000]		PASS:	0	0	0	0	0000	0000
[13735000]		PASS:	0	0	0	0	0000	0000
[13745000]		PASS:	0	0	0	0	0000	0000
[13755000]		PASS:	0	0	0	0	0000	0000
[13765000]		PASS:	0	0	0	0	0000	0000
[13775000]		PASS:	0	0	0	0	0000	0000
[13785000]		PASS:	0	0	0	0	0000	0000
[13795000]		PASS:	0	0	1	1	0000	0000
[13805000]		PASS:	0	0	0	0	0000	0000
[13815000]		PASS:	0	0	0	0	0000	0000
[13825000]		PASS:	0	0	0	0	0000	0000
[13835000]		PASS:	0	0	0	0	0000	0000
[13845000]		PASS:	0	0	0	0	0000	0000
[13855000]		PASS:	0	0	0	0	0000	0000
[13865000]		PASS:	0	0	0	0	0000	0000
[13875000]		PASS:	0	0	0	0	0000	0000
[13885000]		PASS:	0	0	0	0	0000	0000
[13895000]		PASS:	0	0	0	0	0000	0000
[13905000]		PASS:	0	0	0	0	0000	0000
[13915000]		PASS:	0	0	0	0	0000	0000
[13925000]		PASS:	0	0	0	0	0000	0000
[13935000]		PASS:	0	0	0	0	0000	0000
[13945000]		PASS:	0	0	0	0	0000	0000
[13955000]		PASS:	0	0	0	0	0000	0000
[13965000]		PASS:	0	0	1	1	0000	0000
[13975000]		PASS:	0	0	0	0	0000	0000
[13985000]		PASS:	0	0	0	0	0000	0000
[13995000]		PASS:	0	0	0	0	0000	0000
[14005000]		PASS:	0	0	0	0	0000	0000
[14015000]		PASS:	0	0	0	0	0000	0000
[14025000]		PASS:	0	0	0	0	0000	0000
[14035000]		PASS:	0	0	0	0	0000	0000
[14045000]		PASS:	0	0	0	0	0000	0000
[14055000]		PASS:	0	0	0	0	0000	0000
[14065000]		PASS:	0	0	0	0	0000	0000
[14075000]		PASS:	0	0	0	0	0000	0000
[14085000]		PASS:	0	0	0	0	0000	0000
[14095000]		PASS:	0	0	0	0	0000	0000
[14105000]		PASS:	0	0	0	0	0000	0000
[14115000]		PASS:	0	0	0	0	0000	0000
[14125000]		PASS:	0	0	0	0	0000	0000
[14135000]		PASS:	0	0	0	0	0000	0000
[14145000]		PASS:	0	0	1	1	0000	0000
[14155000]		PASS:	0	0	0	0	0000	0000
[14165000]		PASS:	0	0	0	0	0000	0000
[14175000]		PASS:	0	0	0	0	0000	0000
[14185000]		PASS:	0	0	0	0	0000	0000
[14195000]		PASS:	0	0	0	0	0000	0000
[14205000]		PASS:	0	0	0	0	0000	0000
[14215000]		PASS:	0	0	0	0	0000	0000
[14225000]		PASS:	0	0	0	0	0000	0000
[14235000]		PASS:	0	0	0	0	0000	0000
[14245000]		PASS:	0	0	0	0	0000	0000
[14255000]		PASS:	0	0	0	0	0000	0000
[14265000]		PASS:	0	0	0	0	0000	0000
[14275000]		PASS:	0	0	0	0	0000	0000
[14285000]		PASS:	0	0	0	0	0000	0000
[14295000]		PASS:	0	0	0	0	0000	0000
[14305000]		PASS:	0	0	0	0	0000	0000
[14315000]		PASS:	0	0	1	1	0000	0000
[14325000]		PASS:	0	0	0	0	0000	0000
[14335000]		PASS:	0	0	0	0	0000	0000
[14345000]		PASS:	0	0	0	0	0000	0000
[14355000]		PASS:	0	0	0	0	0000	0000
[14365000]		PASS:	0	0	0	0	0000	0000
[14375000]		PASS:	0	0	0	0	0000	0000
[14385000]		PASS:	0	0	0	0	0000	0000
[14395000]		PASS:	0	0	0	0	0000	0000
[14405000]		PASS:	0	0	0	0	0000	0000
[14415000]		PASS:	0	0	0	0	0000	0000
[14425000]		PASS:	0	0	0	0	0000	0000
[14435000]		PASS:	0	0	0	0	0000	0000
[14445000]		PASS:	0	0	0	0	0000	0000
[14455000]		PASS:	0	0	0	0	0000	0000
[14465000]		PASS:	0	0	0	0	0000	0000
[14475000]		PASS:	0	0	0	0	0000	0000
[14485000]		PASS:	0	0	1	1	0000	0000
[14495000]		PASS:	0	0	0	0	0000	0000
[14505000]		PASS:	0	0	0	0	0000	0000
[14515000]		PASS:	0	0	0	0	0000	0000
[14525000]		PASS:	0	0	0	0	0000	0000
[14535000]		PASS:	0	0	0	0	0000	0000
[14545000]		PASS:	0	0	0	0	0000	0000
[14555000]		PASS:	0	0	0	0	0000	0000
[14565000]		PASS:	0	0	0	0	0000	0000
[14575000]		PASS:	0	0	0	0	0000	0000
[14585000]		PASS:	0	0	0	0	0000	0000
[14595000]		PASS:	0	0	0	0	0000	0000
[14605000]		PASS:	0	0	0	0	0000	0000
[14615000]		PASS:	0	0	0	0	0000	0000
[14625000]		PASS:	0	0	0	0	0000	0000
[14635000]		PASS:	0	0	0	0	0000	0000
[14645000]		PASS:	0	0	0	0	0000	0000
[14655000]		PASS:	0	0	0	0	0000	0000
[14665000]		PASS:	0	0	0	0	0000	0000
[14675000]		PASS:	0	0	1	1	0000	0000
[14685000]		PASS:	0	0	0	0	0000	0000
[14695000]		PASS:	0	0	0	0	0000	0000
[14705000]		PASS:	0	0	0	0	0000	0000
[14715000]		PASS:	0	0	0	0	0000	0000
[14725000]		PASS:	0	0	0	0	0000	0000
[14735000]		PASS:	0	0	0	0	0000	0000
[14745000]		PASS:	0	0	0	0	0000	0000
[14755000]		PASS:	0	0	0	0	0000	0000
[14765000]		PASS:	0	0	0	0	0000	0000
[14775000]		PASS:	0	0	0	0	0000	0000
[14785000]		PASS:	0	0	0	0	0000	0000
[14795000]		PASS:	0	0	0	0	0000	0000
[14805000]		PASS:	0	0	0	0	0000	0000
[14815000]		PASS:	0	0	0	0	0000	0000
[14825000]		PASS:	0	0	0	0	0000	0000
[14835000]		PASS:	0	0	1	1	0000	0000
[14845000]		PASS:	0	0	0	0	0000	0000
[14855000]		PASS:	0	0	0	0	0000	0000
[14865000]		PASS:	0	0	0	0	0000	0000
[14875000]		PASS:	0	0	0	0	0000	0000
[14885000]		PASS:	0	0	0	0	0000	0000
[14895000]		PASS:	0	0	0	0	0000	0000
[14905000]		PASS:	0	0	0	0	0000	0000
[14915000]		PASS:	0	0	0	0	0000	0000
[14925000]		PASS:	0	0	0	0	0000	0000
[14935000]		PASS:	0	0	0	0	0000	0000
[14945000]		PASS:	0	0	0	0	0000	0000
[14955000]		PASS:	0	0	0	0	0000	0000
[14965000]		PASS:	0	0	0	0	0000	0000
[14975000]		PASS:	0	0	0	0	0000	0000
[14985000]		PASS:	0	0	0	0	0000	0000
[14995000]		PASS:	0	0	0	0	0000	0000
[15005000]		PASS:	0	0	1	1	0000	0000
[15015000]		PASS:	0	0	0	0	0000	0000
[15025000]		PASS:	0	0	0	0	0000	0000
[15035000]		PASS:	0	0	0	0	0000	0000
[15045000]		PASS:	0	0	0	0	0000	0000
[15055000]		PASS:	0	0	0	0	0000	0000
[15065000]		PASS:	0	0	0	0	0000	0000
[15075000]		PASS:	0	0	0	0	0000	0000
[15085000]		PASS:	0	0	0	0	0000	0000
[15095000]		PASS:	0	0	0	0	0000	0000
[15105000]		PASS:	0	0	0	0	0000	0000
[15115000]		PASS:	0	0	0	0	0000	0000
[15125000]		PASS:	0	0	0	0	0000	0000
[15135000]		PASS:	0	0	0	0	0000	0000
[15145000]		PASS:	0	0	0	0	0000	0000
[15155000]		PASS:	0	0	0	0	0000	0000
[15165000]		PASS:	0	0	1	1	0000	0000
[15175000]		PASS:	0	0	0	0	0000	0000
[15185000]		PASS:	0	0	0	0	0000	0000
[15195000]		PASS:	0	0	0	0	0000	0000
[15205000]		PASS:	0	0	0	0	0000	0000
[15215000]		PASS:	0	0	0	0	0000	0000
[15225000]		PASS:	0	0	0	0	0000	0000
[15235000]		PASS:	0	0	0	0	0000	0000
[15245000]		PASS:	0	0	0	0	0000	0000
[15255000]		PASS:	0	0	0	0	0000	0000
[15265000]		PASS:	0	0	0	0	0000	0000
[15275000]		PASS:	0	0	0	0	0000	0000
[15285000]		PASS:	0	0	0	0	0000	0000
[15295000]		PASS:	0	0	0	0	0000	0000
[15305000]		PASS:	0	0	0	0	0000	0000
[15315000]		PASS:	0	0	1	1	0000	0000
[15325000]		PASS:	0	0	0	0	0000	0000
[15335000]		PASS:	0	0	0	0	0000	0000
[15345000]		PASS:	0	0	0	0	0000	0000
[15355000]		PASS:	0	0	0	0	0000	0000
[15365000]		PASS:	0	0	0	0	0000	0000
[15375000]		PASS:	0	0	0	0	0000	0000
[15385000]		PASS:	0	0	0	0	0000	0000
[15395000]		PASS:	0	0	0	0	0000	0000
[15405000]		PASS:	0	0	0	0	0000	0000
[15415000]		PASS:	0	0	0	0	0000	0000
[15425000]		PASS:	0	0	0	0	0000	0000
[15435000]		PASS:	0	0	0	0	0000	0000
[15445000]		PASS:	0	0	0	0	0000	0000
[15455000]		PASS:	0	0	0	0	0000	0000
[15465000]		PASS:	0	0	0	0	0000	0000
[15475000]		PASS:	0	0	1	1	0000	0000
[15485000]		PASS:	0	0	0	0	0000	0000
[15495000]		PASS:	0	0	0	0	0000	0000
[15505000]		PASS:	0	0	0	0	0000	0000
[15515000]		PASS:	0	0	0	0	0000	0000
[15525000]		PASS:	0	0	0	0	0000	0000
[15535000]		PASS:	0	0	0	0	0000	0000
[15545000]		PASS:	0	0	0	0	0000	0000
[15555000]		PASS:	0	0	0	0	0000	0000
[15565000]		PASS:	0	0	0	0	0000	0000
[15575000]		PASS:	0	0	0	0	0000	0000
[15585000]		PASS:	0	0	0	0	0000	0000
[15595000]		PASS:	0	0	0	0	0000	0000
[15605000]		PASS:	0	0	0	0	0000	0000
[15615000]		PASS:	0	0	1	1	0000	0000
[15625000]		PASS:	0	0	0	0	0000	0000
[15635000]		PASS:	0	0	0	0	0000	0000
[15645000]		PASS:	0	0	0	0	0000	0000
[15655000]		PASS:	0	0	0	0	0000	0000
[15665000]		PASS:	0	0	0	0	0000	0000
[15675000]		PASS:	0	0	0	0	0000	0000
[15685000]		PASS:	0	0	0	0	0000	0000
[15695000]		PASS:	0	0	0	0	0000	0000
[15705000]		PASS:	0	0	0	0	0000	0000
[15715000]		PASS:	0	0	0	0	0000	0000
[15725000]		PASS:	0	0	0	0	0000	0000
[15735000]		PASS:	0	0	0	0	0000	0000
[15745000]		PASS:	0	0	0	0	0000	0000
[15755000]		PASS:	0	0	0	0	0000	0000
[15765000]		PASS:	0	0	0	0	0000	0000
[15775000]		PASS:	0	0	1	1	0000	0000
[15785000]		PASS:	0	0	0	0	0000	0000
[15795000]		PASS:	0	0	0	0	0000	0000
[15805000]		PASS:	0	0	0	0	0000	0000
[15815000]		PASS:	0	0	0	0	0000	0000
[15825000]		PASS:	0	0	0	0	0000	0000
[15835000]		PASS:	0	0	0	0	0000	0000
[15845000]		PASS:	0	0	0	0	0000	0000
[15855000]		PASS:	0	0	0	0	0000	0000
[15865000]		PASS:	0	0	0	0	0000	0000
[15875000]		PASS:	0	0	0	0	0000	0000
[15885000]		PASS:	0	0	0	0	0000	0000
[15895000]		PASS:	0	0	0	0	0000	0000
[15905000]		PASS:	0	0	0	0	0000	0000
[15915000]		PASS:	0	0	0	0	0000	0000
[15925000]		PASS:	0	0	0	0	0000	0000
[15935000]		PASS:	0	0	0	0	0000	0000
[15945000]		PASS:	0	0	1	1	0000	0000
[15955000]		PASS:	0	0	0	0	0000	0000
[15965000]		PASS:	0	0	0	0	0000	0000
[15975000]		PASS:	0	0	0	0	0000	0000
[15985000]		PASS:	0	0	0	0	0000	0000
[15995000]		PASS:	0	0	0	0	0000	0000
[16005000]		PASS:	0	0	0	0	0000	0000
[16015000]		PASS:	0	0	0	0	0000	0000
[16025000]		PASS:	0	0	0	0	0000	0000
[16035000]		PASS:	0	0	0	0	0000	0000
[16045000]		PASS:	0	0	0	0	0000	0000
[16055000]		PASS:	0	0	0	0	0000	0000
[16065000]		PASS:	0	0	0	0	0000	0000
[16075000]		PASS:	0	0	0	0	0000	0000
[16085000]		PASS:	0	0	0	0	0000	0000
[16095000]		PASS:	0	0	0	0	0000	0000
[16105000]		PASS:	0	0	0	0	0000	0000
[16115000]		PASS:	0	0	1	1	0000	0000
[16125000]		PASS:	0	0	0	0	0000	0000
[16135000]		PASS:	0	0	0	0	0000	0000
[16145000]		PASS:	0	0	0	0	0000	0000
[16155000]		PASS:	0	0	0	0	0000	0000
[16165000]		PASS:	0	0	0	0	0000	0000
[16175000]		PASS:	0	0	0	0	0000	0000
[16185000]		PASS:	0	0	0	0	0000	0000
[16195000]		PASS:	0	0	0	0	0000	0000
[16205000]		PASS:	0	0	0	0	0000	0000
[16215000]		PASS:	0	0	0	0	0000	0000
[16225000]		PASS:	0	0	0	0	0000	0000
[16235000]		PASS:	0	0	0	0	0000	0000
[16245000]		PASS:	0	0	0	0	0000	0000
[16255000]		PASS:	0	0	0	0	0000	0000
[16265000]		PASS:	0	0	0	0	0000	0000
[16275000]		PASS:	0	0	0	0	0000	0000
[16285000]		PASS:	0	0	0	0	0000	0000
[16295000]		PASS:	0	0	1	1	0000	0000
[16305000]		PASS:	0	0	0	0	0000	0000
[16315000]		PASS:	0	0	0	0	0000	0000
[16325000]		PASS:	0	0	0	0	0000	0000
[16335000]		PASS:	0	0	0	0	0000	0000
[16345000]		PASS:	0	0	0	0	0000	0000
[16355000]		PASS:	0	0	0	0	0000	0000
[16365000]		PASS:	0	0	0	0	0000	0000
[16375000]		PASS:	0	0	0	0	0000	0000
[16385000]		PASS:	0	0	0	0	0000	0000
[16395000]		PASS:	0	0	0	0	0000	0000
[16405000]		PASS:	0	0	0	0	0000	0000
[16415000]		PASS:	0	0	0	0	0000	0000
[16425000]		PASS:	0	0	0	0	0000	0000
[16435000]		PASS:	0	0	0	0	0000	0000
[16445000]		PASS:	0	0	0	0	0000	0000
[16455000]		PASS:	0	0	1	1	0000	0000
[16465000]		PASS:	0	0	0	0	0000	0000
[16475000]		PASS:	0	0	0	0	0000	0000
[16485000]		PASS:	0	0	0	0	0000	0000
[16495000]		PASS:	0	0	0	0	0000	0000
[16505000]		PASS:	0	0	0	0	0000	0000
[16515000]		PASS:	0	0	0	0	0000	0000
[16525000]		PASS:	0	0	0	0	0000	0000
[16535000]		PASS:	0	0	0	0	0000	0000
[16545000]		PASS:	0	0	0	0	0000	0000
[16555000]		PASS:	0	0	0	0	0000	0000
[16565000]		PASS:	0	0	0	0	0000	0000
[16575000]		PASS:	0	0	0	0	0000	0000
[16585000]		PASS:	0	0	0	0	0000	0000
[16595000]		PASS:	0	0	0	0	0000	0000
[16605000]		PASS:	0	0	0	0	0000	0000
[16615000]		PASS:	0	0	0	0	0000	0000
[16625000]		PASS:	0	0	0	0	0000	0000
[16635000]		PASS:	0	0	1	1	0000	0000
[16645000]		PASS:	0	0	0	0	0000	0000
[16655000]		PASS:	0	0	0	0	0000	0000
[16665000]		PASS:	0	0	0	0	0000	0000
[16675000]		PASS:	0	0	0	0	0000	0000
[16685000]		PASS:	0	0	0	0	0000	0000
[16695000]		PASS:	0	0	0	0	0000	0000
[16705000]		PASS:	0	0	0	0	0000	0000
[16715000]		PASS:	0	0	0	0	0000	0000
